dv,score
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881518e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.083948224747669
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838498e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.08394815889498
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068838e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.083948160404208
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66600675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.08394820516228
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72568413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.083948201981968
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82001000e-03  3.48717446e-03  9.82228817e-03  2.01199593e-06]",11.083948202320634
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48718446e-03  9.82228817e-03  2.01199593e-06]",11.083948195542794
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82229817e-03  2.01199593e-06]",11.08394820854898
"[-9.93718560e-01  9.98883761e-01  9.97672542e-01  9.95609183e-01
  9.94640614e-01  9.88250751e-01  9.78699077e-01  9.55274268e-01
  9.11878115e-01  8.28412017e-01  6.80058786e-01  4.55881508e-01
  1.85838488e-01  2.05068738e-02  8.66599675e-03  6.72567413e-03
  6.82000000e-03  3.48717446e-03  9.82228817e-03  2.02199593e-06]",11.083948208539635
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",11.130539363024988
"[-9.91353265e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539375309695
"[-9.91353275e-01  9.95922890e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539361349888
"[-9.91353275e-01  9.95922880e-01  9.98860108e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539399704459
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038330e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539262463364
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657770e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539495999098
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350576e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.13053926679973
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979193e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539434985003
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80520009e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539456288835
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699925e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539192897787
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398794e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539496540598
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901701e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539383298231
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993771e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539399245901
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804287e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539314239188
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535327e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539282506428
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84509381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539347297917
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70783236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539356253779
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51684373e-03  1.29679950e-02  7.39625285e-03  9.40723116e-05]",11.130539359699698
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29680050e-02  7.39625285e-03  9.40723116e-05]",11.13053936870034
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39626285e-03  9.40723116e-05]",11.130539357627926
"[-9.91353275e-01  9.95922880e-01  9.98860098e-01  9.92038320e-01
  1.00657769e+00  9.91350566e-01  9.95979183e-01  9.80519999e-01
  9.31699915e-01  8.97398784e-01  7.83901691e-01  5.92993761e-01
  3.14804277e-01  6.84535227e-02  6.84508381e-03  6.70782236e-03
  8.51683373e-03  1.29679950e-02  7.39625285e-03  9.40823116e-05]",11.130539363103734
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",10.939961593972559
"[-9.92586303e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.9399616027132
"[-9.92586313e-01  9.97466416e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961605225884
"[-9.92586313e-01  9.97466406e-01  9.98241028e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961610863996
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899843e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961538913694
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035483e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.93996166293177
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734623e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961542535297
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970966e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961635162526
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359252e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961635601449
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366697e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961517427214
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435563e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.93996165863387
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767749e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.93996159620115
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516301e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.93996161322532
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573619e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961547773745
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586464e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961538147019
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79434705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961585732295
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71713860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961587215809
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63227375e-03  8.02558427e-03  8.66096015e-03  4.60806965e-05]",10.939961589056267
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02559427e-03  8.66096015e-03  4.60806965e-05]",10.939961589791777
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66097015e-03  4.60806965e-05]",10.939961591339891
"[-9.92586313e-01  9.97466406e-01  9.98241018e-01  9.93899833e-01
  1.00035482e+00  9.89734613e-01  9.86970956e-01  9.67359242e-01
  9.21366687e-01  8.61435553e-01  7.29767739e-01  5.21516291e-01
  2.47573609e-01  4.34586364e-02  7.79433705e-03  6.71712860e-03
  7.63226375e-03  8.02558427e-03  8.66096015e-03  4.60906965e-05]",10.939961593914706
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",10.672325140280565
"[-9.90809969e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325160755628
"[-9.90809979e-01  9.96917034e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.67232515328016
"[-9.90809979e-01  9.96917024e-01  9.98197991e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325147518608
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758572e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325121407999
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425139e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325160099863
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334846e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325129933997
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008556e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325179701065
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771882e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325179947732
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218935e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.67232507033408
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016418e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325155311105
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771294e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325153071174
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955293e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325159190558
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988715e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325120449523
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699273e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325076181819
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91978531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325125700075
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88732372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.67232513579159
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44162222e-03  1.48595920e-02  7.29591615e-03  1.07401024e-04]",10.672325138670386
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48596020e-02  7.29591615e-03  1.07401024e-04]",10.67232514969813
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29592615e-03  1.07401024e-04]",10.67232513457513
"[-9.90809979e-01  9.96917024e-01  9.98197981e-01  9.96758562e-01
  9.98425129e-01  9.94334836e-01  9.90008546e-01  9.70771872e-01
  9.27218925e-01  8.70016408e-01  7.57771284e-01  5.68955283e-01
  3.06988705e-01  7.18699173e-02  7.91977531e-03  7.88731372e-03
  9.44161222e-03  1.48595920e-02  7.29591615e-03  1.07411024e-04]",10.672325140388917
