dv,score
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860226  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395309577767
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821132  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395076799082
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175452  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.39439508828798
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083766  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395052694014
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776794
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395152507323
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937304  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395156516095
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.00730641  0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395152075768
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652305  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366316]",15.394395170391368
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.0131687   0.01774625  0.0059852
  0.01078008  0.00366316]",15.39439516310297
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774626  0.0059852
  0.01078008  0.00366316]",15.39439517307199
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.00598521
  0.01078008  0.00366316]",15.394395149176901
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078009  0.00366316]",15.394395159525057
"[-0.98914281  0.99237223  0.99243705  0.99189253  0.99419256  0.97032009
  0.92942068  0.79860225  0.54821131  0.25175451  0.02083765  0.00776793
  0.00937303  0.0073064   0.01652304  0.01316869  0.01774625  0.0059852
  0.01078008  0.00366317]",15.3943951650678
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",14.271736315701334
"[-0.98993329  0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736314335028
"[-0.9899333   0.98967373  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.27173629136409
"[-0.9899333   0.98967372  0.99045325  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736352784684
"[-0.9899333   0.98967372  0.99045324  0.97714185  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736296967992
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750913  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736357726224
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704086
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736308935571
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868273  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736347209677
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704479  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736340711703
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953939  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736295612358
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571172  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.27173625706176
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699792  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736286611082
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444114
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736323659132
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120915  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736317325415
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353647  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.27173632185986
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743018  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736329171977
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.01997991  0.01867545  0.02047058
  0.00771277  0.00294832]",14.271736333992495
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867546  0.02047058
  0.00771277  0.00294832]",14.271736331124226
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047059
  0.00771277  0.00294832]",14.271736335757147
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771278  0.00294832]",14.271736310353937
"[-0.9899333   0.98967372  0.99045324  0.97714184  0.95750912  0.90704085
  0.81868272  0.65704478  0.40953938  0.14571171  0.01699791  0.01444113
  0.01120914  0.01353646  0.01743017  0.0199799   0.01867545  0.02047058
  0.00771277  0.00294833]",14.27173632147901
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",14.216545172870426
"[-9.93328967e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545156150097
"[-9.93328977e-01  9.92527880e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.21654523661319
"[-9.93328977e-01  9.92527870e-01  9.71952928e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545049458773
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522250e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.21654515417826
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441315e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545237536565
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708673e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545158131265
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910414e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545174914152
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286783e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545141637887
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598350e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545113640581
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669198e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545251162355
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113328e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545104082712
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80224219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545149085078
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16562277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545167273136
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54764335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545157881264
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21545532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.21654515940867
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34472857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545144112338
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26011286e-03 -1.40669218e-02  1.38204831e-02 -1.05950626e-03]",14.216545157525307
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669118e-02  1.38204831e-02 -1.05950626e-03]",14.21654512521155
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204931e-02 -1.05950626e-03]",14.216545180461187
"[-9.93328977e-01  9.92527870e-01  9.71952918e-01  9.69522240e-01
  9.57441305e-01  9.08708663e-01  8.24910404e-01  6.78286773e-01
  4.67598340e-01  2.52669188e-01  3.89113228e-02 -3.80234219e-04
  7.16561277e-03  2.54763335e-03  3.21544532e-03 -4.34473857e-03
  2.26010286e-03 -1.40669218e-02  1.38204831e-02 -1.05949626e-03]",14.216545170369413
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",14.132099298553587
"[-9.90762151e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099317732349
"[-9.90762161e-01  9.96495677e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099370379825
"[-9.90762161e-01  9.96495667e-01  9.82435524e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099182874844
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148374e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099411163722
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014160e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099150814023
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143153e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099442909816
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812410e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099320168459
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438833e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099327762587
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224694e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099318885908
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553295e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099254240556
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70337059e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099219297144
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20535553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099276441938
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89414248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.13209929247054
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86433800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099278515254
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81141509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099298198336
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53752339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099287460415
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68077800e-03 -9.72323475e-03  1.36819433e-02 -1.05948203e-04]",14.132099286090927
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72322475e-03  1.36819433e-02 -1.05948203e-04]",14.132099259414021
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819533e-02 -1.05948203e-04]",14.132099306018084
"[-9.90762161e-01  9.96495667e-01  9.82435514e-01  9.89148364e-01
  9.62014150e-01  9.55143143e-01  8.89812400e-01  7.72438823e-01
  5.73224684e-01  2.95553285e-01  5.70336959e-02  2.20534553e-03
  6.89413248e-03  2.86333800e-05  9.81140509e-03  4.53751339e-03
  3.68076800e-03 -9.72323475e-03  1.36819433e-02 -1.05938203e-04]",14.13209929796731
"[-0.99328756  0.99665248  0.9983317   0.99916845  0.99958539  0.99979332
  0.99989691  0.99994874  0.99997457  0.99998715  0.99999331  0.99999608
  0.9999974   0.9999981   0.99999833  0.99999833  0.99999769  0.9999965
  0.99999309  0.9999866 ]",13.935608845809089
"[-9.92087637e-01  9.94446724e-01  9.77022375e-01  9.79013572e-01
  9.59652765e-01  9.31164703e-01  8.56297464e-01  7.23819365e-01
  5.18679981e-01  2.73408238e-01  4.76754295e-02  8.70170279e-04
  7.03432300e-03  1.32942730e-03  6.40529771e-03 -4.92192417e-05
  2.94714648e-03 -1.19662843e-02  1.37534843e-02 -5.98358895e-04]",13.935608846479571
"[-9.92087647e-01  9.94446734e-01  9.77022375e-01  9.79013572e-01
  9.59652765e-01  9.31164703e-01  8.56297464e-01  7.23819365e-01
  5.18679981e-01  2.73408238e-01  4.76754295e-02  8.70170279e-04
  7.03432300e-03  1.32942730e-03  6.40529771e-03 -4.92192417e-05
  2.94714648e-03 -1.19662843e-02  1.37534843e-02 -5.98358895e-04]",13.935608913458996
"[-9.92087647e-01  9.94446724e-01  9.77022385e-01  9.79013572e-01
  9.59652765e-01  9.31164703e-01  8.56297464e-01  7.23819365e-01
  5.18679981e-01  2.73408238e-01  4.76754295e-02  8.70170279e-04
  7.03432300e-03  1.32942730e-03  6.40529771e-03 -4.92192417e-05
  2.94714648e-03 -1.19662843e-02  1.37534843e-02 -5.98358895e-04]",13.935608726028727
"[-9.92087647e-01  9.94446724e-01  9.77022375e-01  9.79013582e-01
  9.59652765e-01  9.31164703e-01  8.56297464e-01  7.23819365e-01
  5.18679981e-01  2.73408238e-01  4.76754295e-02  8.70170279e-04
  7.03432300e-03  1.32942730e-03  6.40529771e-03 -4.92192417e-05
  2.94714648e-03 -1.19662843e-02  1.37534843e-02 -5.98358895e-04]",13.935608889629833
"[-9.92087647e-01  9.94446724e-01  9.77022375e-01  9.79013572e-01
  9.59652775e-01  9.31164703e-01  8.56297464e-01  7.23819365e-01
  5.18679981e-01  2.73408238e-01  4.76754295e-02  8.70170279e-04
  7.03432300e-03  1.32942730e-03  6.40529771e-03 -4.92192417e-05
  2.94714648e-03 -1.19662843e-02  1.37534843e-02 -5.98358895e-04]",13.935608808098692
