dv,score
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972269 0.00964707 0.00942446 0.009607   0.01086245 0.01191026
 0.00841448 0.00333251]",16.43526570434925
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964708 0.00942446 0.009607   0.01086245 0.01191026
 0.00841448 0.00333251]",16.43526570420565
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942447 0.009607   0.01086245 0.01191026
 0.00841448 0.00333251]",16.435265703760177
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942446 0.00960701 0.01086245 0.01191026
 0.00841448 0.00333251]",16.435265704082337
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942446 0.009607   0.01086246 0.01191026
 0.00841448 0.00333251]",16.435265706512904
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942446 0.009607   0.01086245 0.01191027
 0.00841448 0.00333251]",16.435265708696328
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942446 0.009607   0.01086245 0.01191026
 0.00841449 0.00333251]",16.435265701871465
"[0.73495739 0.5427608  0.29569597 0.0946723  0.01702952 0.0100119
 0.00834626 0.00974725 0.01028573 0.00701356 0.0112406  0.00966369
 0.00972268 0.00964707 0.00942446 0.009607   0.01086245 0.01191026
 0.00841448 0.00333252]",16.435265711791132
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",16.403846007143354
"[0.74056539 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403845990373583
"[0.74056538 0.55234664 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846008005697
"[0.74056538 0.55234663 0.30418326 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403845984240277
"[0.74056538 0.55234663 0.30418325 0.09842823 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.40384599742295
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855375 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846004561036
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956968
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846005373126
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.0108674  0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846008458256
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.01056401 0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846007868
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906759 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846004842745
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094314 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846008717817
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.00848651 0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846003712136
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992479
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846006686894
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917904 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.40384600512792
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.0098912  0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846006506203
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144266 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534554]",16.40384600954448
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.0114344  0.00924497 0.00919846
 0.01312455 0.00534554]",16.403846009562105
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924498 0.00919846
 0.01312455 0.00534554]",16.403846005219716
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919847
 0.01312455 0.00534554]",16.40384600507353
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312456 0.00534554]",16.403846013214135
"[0.74056538 0.55234663 0.30418325 0.09842822 0.01855374 0.00956967
 0.01086739 0.010564   0.00906758 0.01094313 0.0084865  0.00992478
 0.00917903 0.00989119 0.01144265 0.01143439 0.00924497 0.00919846
 0.01312455 0.00534555]",16.403846017489947
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",16.327626024701374
"[0.75754153 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626004558695
"[0.75754152 0.57891626 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.32762603504546
"[0.75754152 0.57891625 0.3313993  0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327625997838453
"[0.75754152 0.57891625 0.33139929 0.11435286 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.32762601177738
"[0.75754152 0.57891625 0.33139929 0.11435285 0.0224025  0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626023055135
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882836
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626020994895
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525655 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.32762603466916
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161416 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626027337274
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786639 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626019799478
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665855 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626037905922
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510926 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626014254488
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042773
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626025336592
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.00913721 0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626022579494
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997606 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626024112757
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446566 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626032961856
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336286 0.00714195 0.00533876
 0.01991847 0.00766863]",16.327626030903637
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714196 0.00533876
 0.01991847 0.00766863]",16.32762601861993
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533877
 0.01991847 0.00766863]",16.327626014958906
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991848 0.00766863]",16.327626044300317
"[0.75754152 0.57891625 0.33139929 0.11435285 0.02240249 0.00882835
 0.01525654 0.01161415 0.00786638 0.01665854 0.00510925 0.01042772
 0.0091372  0.00997605 0.01446565 0.01336285 0.00714195 0.00533876
 0.01991847 0.00766864]",16.32762603924515
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",16.141950002725064
"[ 8.11058888e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141949985101448
"[ 8.11058878e-01  6.62084027e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14195004578474
"[ 8.11058878e-01  6.62084017e-01  4.22767001e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14194997372002
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621024e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14194996548031
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103843e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141949995513475
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73740936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141949995116324
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451856e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14195002737341
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561677e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14195000856845
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81747585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14194999350338
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841901e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141950035852382
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69281026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141949980811678
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050889e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14195000534704
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25203418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14195000078379
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893991e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141950002144508
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96752045e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141950020999385
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732695e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.141950014999214
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72574923e-03 -1.38422908e-03  3.16033780e-02  1.21480818e-02]",16.14194998972917
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38421908e-03  3.16033780e-02  1.21480818e-02]",16.141949980076145
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033880e-02  1.21480818e-02]",16.141950045150644
"[ 8.11058878e-01  6.62084017e-01  4.22766991e-01  1.70621014e-01
  3.56103743e-02  7.73739936e-03  2.27451756e-02  1.34561577e-02
  5.81746585e-03  2.62841801e-02 -2.69291026e-04  1.14050789e-02
  9.25202418e-03  1.00893891e-02  1.96751945e-02  1.64732595e-02
  3.72573923e-03 -1.38422908e-03  3.16033780e-02  1.21480918e-02]",16.141950025023693
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",15.93558874555667
"[ 0.85858914  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588749393402
"[ 0.85858913  0.73523464  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.93558880449318
"[ 0.85858913  0.73523463  0.51740965  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.93558872926704
"[ 0.85858913  0.73523463  0.51740964  0.24853895  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588697466686
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645373  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.93558871498039
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.00792361
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588734378355
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561757  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588775791254
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419512  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588752645215
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501073  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.93558873466028
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.03071181 -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588787924294
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215001  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.93558871943088
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.0120584
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588749470798
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.0091555   0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588743373684
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063147  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588745950383
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161054  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588767464125
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804837  0.00250586 -0.00483352
  0.0352458   0.01128503]",15.935588760922956
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250587 -0.00483352
  0.0352458   0.01128503]",15.935588730015539
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483351
  0.0352458   0.01128503]",15.935588716461401
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.03524581  0.01128503]",15.935588795290618
"[ 0.85858913  0.73523463  0.51740964  0.24853894  0.05645372  0.0079236
  0.02561756  0.01419511  0.00501072  0.0307118  -0.00215002  0.01205839
  0.00915549  0.01063146  0.02161053  0.01804836  0.00250586 -0.00483352
  0.0352458   0.01128504]",15.935588765642198
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",15.485086277496883
"[ 0.90864591  0.82073741  0.6590311   0.39447749  0.13162281  0.01335057
  0.023154    0.01324128  0.00757697  0.02880211  0.00199     0.01229379
  0.01056344  0.01126361  0.01924293  0.01618419  0.00458248 -0.00298706
  0.02718546  0.00480356]",15.485086293479174
