dv,score
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00  8.54156351e+00
  5.46623982e+00  6.21547287e+00 -2.20299038e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",968581.4022560796
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00  6.21547287e+00 -2.20299038e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",512481.5959806208
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00  6.21547287e+00 -2.20299038e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",512481.5959806208
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00 -2.20299038e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",444535.21790655365
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00 -2.20299038e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",444535.21790655365
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",423770.24400465935
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",423770.24400465935
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  4.25857627e+00
  6.19515362e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",436984.0796864459
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",278364.51663864235
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",278364.51663864235
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00  2.01727749e+00 -2.53035241e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",280356.8400117007
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01  5.47821654e+00 -3.54823582e-02
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",366791.7425025359
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",277745.4571318225
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",277745.4571318225
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
  7.52510428e+00  3.03456253e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",569478.8924675345
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.37022750e+00 -3.11363785e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",283706.06122239237
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00  7.79904997e+00 -2.40630056e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",647968.2565654415
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",264764.25916313415
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -3.63766513e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",264764.25916313415
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",234974.67491323303
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00 -4.57055401e+00 -2.93930328e+00  9.76176508e+00]",234974.67491323303
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365962122
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365962122
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00  6.86959188e+00  9.76176508e+00]",313955.7497298124
"[ 0.00944352  1.40750187  4.10099199 -3.74120141  4.03425953 -4.81474532
  2.45253692  2.37117027  2.16915302 -0.21557047 -2.53035241  0.48856755
 -0.49222734  3.03456253 -3.11363785  1.66715723 -1.40615046  2.72907367
 -2.93930328  1.67087015]",189451.89202932673
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",184721.65365962122
"[ 9.44353150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365954823
"[ 9.44352150e-03  1.40750188e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365050896
"[ 9.44352150e-03  1.40750187e+00  4.10099200e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65400117778
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120140e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.6534693234
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425954e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65398008729
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474531e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65321810098
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253693e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365393765
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117028e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.6536851145
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915303e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65369543384
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570458e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65364753336
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035240e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65359453775
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567556e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.6536492112
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227328e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65366362725
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456254e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65381481647
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363784e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65353491457
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715724e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65367149134
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615045e+00  2.72907367e+00 -2.93930328e+00  9.76176508e+00]",184721.65365543062
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907368e+00 -2.93930328e+00  9.76176508e+00]",184721.65377454858
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930327e+00  9.76176508e+00]",184721.65365196284
"[ 9.44352150e-03  1.40750187e+00  4.10099199e+00 -3.74120141e+00
  4.03425953e+00 -4.81474532e+00  2.45253692e+00  2.37117027e+00
  2.16915302e+00 -2.15570468e-01 -2.53035241e+00  4.88567546e-01
 -4.92227338e-01  3.03456253e+00 -3.11363785e+00  1.66715723e+00
 -1.40615046e+00  2.72907367e+00 -2.93930328e+00  9.76176509e+00]",184721.65366186577
"[1.00000045 1.00000075 1.00000073 1.00000081 1.00000077 1.00000083
 1.0000009  1.00000102 1.00000092 1.00000068 1.00000043 1.00000011
 0.99999993 0.99999978 0.99999954 0.99999884 0.99999749 0.99999451
 0.99998907 0.99997791]",10652140.226893265
